	0
MP:0013734	squamous metaplasia of preputial gland
MP:0013735	squamous metaplasia of urethral gland
MP:0013736	abnormal bulbourethral gland development
MP:0013737	small bulbourethral gland
MP:0013738	abnormal testis tunica albuginea morphology
MP:0013739	abnormal testis tunica vaginalis morphology
MP:0013740	Meibomian gland hyperplasia
MP:0013741	absent thymus corticomedullary boundary
MP:0013742	absent ciliary body
MP:0013743	ciliary body hypoplasia
MP:0013744	abnormal conjunctival sac morphology
MP:0013745	abnormal eyelid margin morphology
MP:0013746	abnormal parotid intralobular duct morphology
MP:0013747	abnormal parotid intercalated duct morphology
MP:0013748	abnormal parotid striated duct morphology
MP:0013749	abnormal parotid interlobular duct morphology
MP:0013750	abnormal parotid excretory duct morphology
MP:0013751	increased cystadenoma incidence
MP:0013752	stridor
MP:0013753	tracheomalacia
MP:0013754	abnormal ocular surface morphology
MP:0013755	abnormal intestinal phytosterol absorption
MP:0013756	increased intestinal phytosterol absorption
MP:0013757	decreased intestinal phytosterol absorption
MP:0013758	increased intestinal glucose absorption
MP:0013759	decreased intestinal glucose absorption
MP:0013760	abnormal T-helper cell morphology
MP:0013761	abnormal T-helper cell number
MP:0013762	abnormal effector T cell number
MP:0013763	increased T-helper cell number
MP:0013764	decreased T-helper cell number
MP:0013765	iris hyperplasia
MP:0013766	absent palatal rugae
MP:0013767	decreased palatal rugae number
MP:0013768	decreased marginal zone precursor B cell number
MP:0013769	increased marginal zone precursor B cell number
MP:0013770	abnormal effector memory T-helper cell number
MP:0013771	decreased effector memory T-helper cell number
MP:0013772	increased effector memory T-helper cell number
MP:0013773	abnormal KLRG1-positive T-helper cell number
MP:0013774	decreased KLRG1-positive T-helper cell number
MP:0013775	increased KLRG1-positive T-helper cell number
MP:0013776	bone marrow failure
MP:0013777	spontaneous remission from bone marrow failure
MP:0013778	abnormal mammary gland myoepithelium morphology
MP:0013779	abnormal mammary gland myoepithelium physiology
MP:0013780	decreased mammary myoepithelial cell contraction
MP:0013781	abnormal mammary gland luminal epithelium morphology
MP:0013782	abnormal mammary duct terminal end bud morphology
MP:0013783	absent mammary duct terminal end bud
MP:0013784	abnormal mammary gland bud elongation
MP:0013785	abnormal mammary gland bud morphology
MP:0013786	abnormal mammary gland bud formation
MP:0013787	photophobia
MP:0013788	external nares atresia
MP:0013789	small external nares
MP:0013790	single external naris
MP:0013791	absent external nares
MP:0013792	abnormal small intestine goblet cell morphology
MP:0013793	abnormal large intestine goblet cell morphology
MP:0013794	abnormal intestinal villus goblet cell morphology
MP:0013795	abnormal colon goblet cell morphology
MP:0013796	abnormal duodenal goblet cell morphology
MP:0013797	abnormal ileal goblet cell morphology
MP:0013798	abnormal jeujunal goblet cell morphology
MP:0013799	abnormal intestinal goblet cell physiology
MP:0013800	abnormal pericardial fat pad morphology
MP:0013801	abnormal subscapular fat pad morphology
MP:0013802	abnormal IgG2 level
MP:0013803	increased IgG2 level
MP:0013804	decreased IgG2 level
MP:0013805	myeloid metaplasia
MP:0013806	encephalopathy
MP:0013807	generalized edema
MP:0013808	abnormal tunnel of Corti morphology
MP:0013809	absent pectinate muscle
MP:0013810	absent brachiocephalic trunk
MP:0013811	abnormal orbital vein morphology
MP:0013812	enlarged orbital veins
MP:0013813	dilated hepatic portal vein
MP:0013814	abnormal hepatic portal vein connection
MP:0013815	abnormal digastric muscle morphology
MP:0013816	absent digastric muscle
MP:0013817	absent nasal cavity
MP:0013818	abnormal oral cavity morphology
MP:0013819	abnormal acromioclavicular joint morphology
MP:0013820	absent optic cup
MP:0013821	abnormal cerebral artery morphology
MP:0013822	abnormal anterior cerebral artery morphology
MP:0013823	absent segment of anterior cerebral artery
MP:0013824	abnormal hypoglossal canal morphology
MP:0013825	small hypoglossal canal
MP:0013826	absent hypoglossal canal
MP:0013827	thin oculomotor nerve
MP:0013828	thin facial nerve
MP:0013829	thin splanchnic nerve
MP:0013830	abnormal intrathoracic topology of vagus nerve
MP:0013831	vagus nerve compression
MP:0013832	thin vagus nerve
MP:0013833	absent olfactory nerve
MP:0013834	thin hypoglossal nerve
MP:0013835	absent hypoglossal nerve
MP:0013836	abnormal hypoglossal nerve topology
MP:0013837	abnormal vagus nerve topology
MP:0013838	small caudate nucleus
MP:0013839	abnormal posterior cerebral artery morphology
MP:0013840	absent segment of posterior cerebral artery
MP:0013841	abnormal lymphatic vessel topology
MP:0013842	ductus venosus stenosis
MP:0013843	hepatic portal vein stenosis
MP:0013844	abnormal perichondrial ossification
MP:0013845	abnormal eye muscle topology
MP:0013846	retropharyngeal edema
MP:0013847	retropleural edema
MP:0013848	subcutaneous edema
MP:0013849	absent abducens nerve
MP:0013850	absent posterior commissure
MP:0013851	abnormal Wolffian duct topology
MP:0013852	abnormal Mullerian duct topology
MP:0013853	abnormal hepatic portal vein formation
MP:0013854	abnormal celiac artery morphology
MP:0013855	absent celiac artery
MP:0013856	celiac artery compression
MP:0013857	abnormal abdominal muscle morphology
MP:0013858	abnormal azygos vein topology
MP:0013859	abnormal vitelline vein connection
MP:0013860	anastomosis between common carotid and vertebral artery
MP:0013861	abnormal pancreas topology
MP:0013862	abnormal cecum position
MP:0013863	abnormal paraumbilical vein morphology
MP:0013864	enlarged paraumbilical vein
MP:0013865	abnormal dorsal pancreas topology
MP:0013866	abnormal dorsal pancreas morphology
MP:0013867	abnormal ventral pancreas morphology
MP:0013868	abnormal ventral pancreas topology
MP:0013869	vascular diverticulum
MP:0013870	absent proximal internal carotid artery segment
MP:0013871	abnormal stapedial artery topology
MP:0013872	abnormal jugular vein morphology
MP:0013873	abnormal ductus venosus morphology
MP:0013874	abnormal ductus venosus topology
MP:0013875	increased trigeminal neuroma incidence
MP:0013876	absent ductus venosus valve
MP:0013877	abnormal ductus venosus valve morphology
MP:0013878	abnormal ductus venosus valve topology
MP:0013879	duplication of ductus venosus
MP:0013880	absent ductus venosus
MP:0013881	abnormal CD4-positive, CD25-positive NK T cell number
MP:0013882	decreased CD4-positive, CD25-positive NK T cell number
MP:0013883	increased CD4-positive, CD25-positive NK T cell number
MP:0013884	abnormal CD4-negative, CD25-positive NK T cell number
MP:0013885	decreased CD4-negative, CD25-positive NK T cell number
MP:0013886	increased CD4-negative, CD25-positive NK T cell number
MP:0013887	abnormal T cell compartment
MP:0013888	abnormal CD8-positive, CD25-positive alpha-beta T cell number
MP:0013889	decreased CD8-positive, CD25-positive alpha-beta T cell number
MP:0013890	increased CD8-positive, CD25-positive alpha-beta T cell number
MP:0013891	increased common myeloid progenitor cell number
MP:0013892	increased common lymphocyte progenitor cell number
MP:0013893	decreased common lymphocyte progenitor cell number
MP:0013894	abnormal behavioral response to amphetamine
MP:0013895	abnormal eyelid cilium morphology
MP:0013896	abnormal eyelid cilium number
MP:0013897	decreased eyelid cilium number
MP:0013898	short eyelid cilia
MP:0013899	abnormal seminal vesicle epithelium morphology
MP:0013900	seminal vesicle epithelium degeneration
MP:0013901	absent female preputial gland
MP:0013902	abnormal seminal vesicle physiology
MP:0013903	abnormal seminal vesicle fluid composition
MP:0013904	abnormal seminal vesicle muscle layer morphology
MP:0013905	preputial gland inflammation
MP:0013906	absent embryonic telencephalon
MP:0013907	abnormal cerebrospinal fluid flow
MP:0013908	small lateral ventricles
MP:0013909	small third ventricle
MP:0013910	small fourth ventricle
MP:0013911	fused vestibular saccule and utricle
MP:0013912	obsolete abnormal circardian rhythm entrainment
MP:0013913	absent costovertebral joint
MP:0013914	absent intracranial segment of vertebral artery
MP:0013915	abnormal brachial plexus formation
MP:0013916	decreased intestine length
MP:0013917	persistent right 6th pharyngeal arch artery
MP:0013918	abnormal endolymphatic sac topology
MP:0013919	abnormal response to electrical stimuli
MP:0013920	hyperresponsive to electrical stimuli
MP:0013921	hyporesponsive to electrical stimuli
MP:0013922	unresponsive to electrical stimuli
MP:0013923	small prevertebral sympathetic ganglia
MP:0013924	abnormal dural venous sinus morphology
MP:0013925	abnormal vascular plexus formation
MP:0013926	absent neurohypophysis
MP:0013927	abnormal facial nerve topology
MP:0013928	thin motoric part of trigeminal nerve
MP:0013929	absent eye muscles
MP:0013930	abnormal digastric muscle connection
MP:0013931	abnormal olfactory bulb position
MP:0013932	fragmented Meckel's cartilage
MP:0013933	short Meckel's cartilage
MP:0013934	supratentorial ventricles enlargement
MP:0013935	basal brain tissue herniation
MP:0013936	abnormal thymus topology
MP:0013937	absent lobe of thyroid gland
MP:0013938	abnormal esophagus topology
MP:0013939	abnormal plasmablast morphology
MP:0013940	abnormal plasmablast number
MP:0013941	abnormal enthesis morphology
MP:0013942	enthesitis
MP:0013943	abnormal ureter topology
MP:0013944	persistent cloacal membrane
MP:0013945	abnormal elbow joint morphology
MP:0013946	abnormal perirectal tissue morphology
MP:0013947	abnormal paraaortic body morphology
MP:0013948	intraembryonal intestine elongation
MP:0013949	fusion of axis and occipital bones
MP:0013950	abnormal dorsal root ganglion topology
MP:0013951	abnormal descending aorta topology
MP:0013952	retro-esophageal left subclavian artery
MP:0013953	left sided brachiocephalic trunk
MP:0013954	increased intestine length
MP:0013955	increased colon length
MP:0013956	decreased colon length
MP:0013957	increased small intestine length
MP:0013958	decreased small intestine length
MP:0013959	increased large intestine length
MP:0013960	decreased large intestine length
MP:0013961	abnormal Hensen stripe morphology
MP:0013962	absent Hensen stripe
MP:0013963	jugular vein stenosis
MP:0013964	absent tongue muscles
MP:0013965	abnormally deep median sulcus of tongue
MP:0013966	abnormal infrahyoid muscle morphology
MP:0013967	abnormal infrahyoid muscle connection
MP:0013968	multiple persisting craniopharyngeal ducts
MP:0013969	reduced sympathetic cervical ganglion size
MP:0013970	absent connection between subcutaneous lymph vessels and lymph sac
MP:0013971	blood in lymph vessels
MP:0013972	occipital vertebra
MP:0013973	abnormal hepatic vein connection
MP:0013974	abnormal coronary vein connection
MP:0013975	abnormal coronary sinus connection
MP:0013976	abnormal left vena cava superior connection
MP:0013977	symmetric azygos veins
MP:0013978	abnormal carotid artery origin
MP:0013979	abnormal subclavian artery origin
MP:0013980	abnormal pulmonary artery origin
MP:0013981	double lumen aortic arch
MP:0013982	inverse situs of great intrathoracic arteries
MP:0013983	abnormal superior mesenteric vein morphology
MP:0013984	abnormal superior mesenterial vein connection
MP:0013985	abnormal umbilical vein topology
MP:0013986	abnormal vitelline vein topology
MP:0013987	absent intrahepatic inferior vena cava segment
MP:0013988	absent portal vein segment
MP:0013989	symmetric hepatic veins
MP:0013990	abnormal common iliac artery morphology
MP:0013991	abnormal common iliac artery origin
MP:0013992	persistent dorsal ophthalmic artery
MP:0013993	anastomosis between basilar artery and common carotid artery
MP:0013994	abnormal parasellar internal carotid artery branch morphology
MP:0013995	abnormal external carotid artery origin
MP:0013996	abnormal vertebral artery origin
MP:0013997	abnormal internal carotid artery topology
MP:0013998	absent canalicular internal carotid artery segment
MP:0013999	absent parasellar internal carotid artery
MP:0014000	anastomosis between internal carotid artery and basilar artery
MP:0014001	abnormal vertebral artery topology
MP:0014002	absent extracranial vertebral artery segment
MP:0014003	additional anastomosis between intracranial vertebral arteries
MP:0014004	absent basilar artery segment
MP:0014005	abnormal posterior communicating artery morphology
MP:0014006	absent posterior communicating artery
MP:0014007	abnormal labyrinthine artery morphology
MP:0014008	absent labyrinthine artery
MP:0014009	anastomosis between middle cerebral arteries
MP:0014010	abnormal peroxisome morphology
MP:0014011	abnormal ovary tissue architecture
MP:0014012	abnormal cranial blood vasculature morphology
MP:0014013	abnormal cerebellar artery morphology
MP:0014014	abnormal anterior inferior cerebellar artery morphology
MP:0014015	abnormal superior cerebellar artery morphology
MP:0014016	abnormal circle of Willis morphology
MP:0014017	abnormal Wolffian duct connection
MP:0014018	embryo tumor
MP:0014019	embryo cyst
MP:0014020	intramural bleeding in blood vessel wall
MP:0014021	heterochrony
MP:0014022	abnormal duodenum topology
MP:0014023	abnormal intestine placement
MP:0014024	increased subchondral bone mineral content
MP:0014025	decreased subchondral bone mineral content
MP:0014026	abnormal respiratory epithelial transmembrane transport
MP:0014027	abnormal respiratory epithelial chloride transmembrane transport
MP:0014028	decreased respiratory epithelial chloride transmembrane transport
MP:0014029	increased respiratory epithelial chloride transmembrane transport
MP:0014030	abnormal mucous gland physiology
MP:0014031	abnormal submucosal gland physiology
MP:0014032	abnormal mucous gland morphology
MP:0014033	abnormal submucosal gland morphology
MP:0014034	abnormal submucosal gland secretion
MP:0014035	decreased submucosal gland secretion
MP:0014036	meconium ileus
MP:0014037	stranguria
MP:0014038	increased hepatocyte number
MP:0014039	abnormal sheltering behavior
MP:0014040	increased cellular sensitivity to DNA damaging agents
MP:0014041	increased cellular sensitivity to cisplatin
MP:0014042	decreased cellular sensitivity to DNA damaging agents
MP:0014043	decreased cellular sensitivity to cisplatin
MP:0014044	absent cardiac outflow tract
MP:0014045	Mallory bodies
MP:0014046	abnormal mitophagy
MP:0014047	abnormal gut-associated lymphoid tissue physiology
MP:0014048	abnormal Peyer's patch physiology
MP:0014049	increased T cell acute lymphoblastic leukemia incidence
MP:0014050	increased B cell acute lymphoblastic leukemia incidence
