# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-6863
# Timestamp: Tue, 07-Jun-2022 23:32:23
Gene ID	Gene Name	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable' .foldChange	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable'.pValue
ENSG00000259895	ENSG00000259895	-0.3	0.999985931919634	-0.5	0.400066033816672	-0.5	0.824961839978732	-0.6	0.482147486956701	-1.0	0.0779303421658118
ENSG00000259905	PWRN1	0.2	0.999985931919634			0.4	0.904315417722808	0.7	0.483887000549871	0.6	0.499863625674974
ENSG00000259910	ENSG00000259910							-0.9	0.232443472323295		
ENSG00000259915	ENSG00000259915	-0.2	0.999985931919634	1.1	0.127820455572996	0.2	0.956848754331584	0.1	0.97151156014891		
ENSG00000259916	ENSG00000259916					0.3	0.938551128628133			-0.3	0.774086822915118
ENSG00000259917	HNRNPLP2			-0.9	0.097763429998722	-0.3	0.877937439900292	-0.4	0.692697854461289	-0.3	0.693567731388175
ENSG00000259918	NDUFA5P11	0.3	0.999985931919634			-0.3	0.918458838407481	0.1	0.981227942117829	0.1	0.90036608481517
ENSG00000259921	ENSG00000259921					0.2	0.956153525803106	0.6	0.693478755461163	-0.2	0.820456606973963
ENSG00000259922	ENSG00000259922					-0.2	0.954720589216653	0.3	0.909987417463031		
ENSG00000259924	ENSG00000259924	0.1	0.999985931919634	0.6	0.375004570968261	0.3	0.930435438690013	0.4	0.861220853312384	0.1	0.921681155704237
ENSG00000259926	ENSG00000259926					-0.2	0.929412971189339	0.2	0.949780386166577		
ENSG00000259932	ENSG00000259932	-0.3	0.999985931919634			-0.4	0.92955270242846	-0.4	0.840466598107023		
ENSG00000259935	ENSG00000259935	-0.1	0.999985931919634			0.2	0.956926080321162				
ENSG00000259940	ENSG00000259940	-0.2	0.999985931919634			-0.2	0.955098234054372				
ENSG00000259943	ENSG00000259943	-0.3	0.999985931919634	0.2	0.730260248773491	0.3	0.877937439900292	-0.2	0.901391447623208	-0.1	0.887991551251221
ENSG00000259950	ENSG00000259950					0.2	0.965036896640956	0.2	0.923351080329536		
ENSG00000259953	ENSG00000259953	0.1	0.999985931919634	0.7	0.247996135715199	0.1	0.953795916089169	0.3	0.840466598107023	0.4	0.461563728214943
ENSG00000259954	IL21R-AS1					-0.5	0.886725170908881				
ENSG00000259956	RBM15B			-0.6	0.19644919976226	-0.2	0.874744680589307	-0.2	0.855843670489529	-0.3	0.7137799505811
ENSG00000259959	ENSG00000259959	-0.2	0.999985931919634	0.4	0.460719110331995	0.2	0.914621932828302			0.1	0.915617314667811
ENSG00000259964	THSD4-AS1	-0.2	0.999985931919634			0.2	0.955098234054372	0.1	0.967248257857854	-0.5	0.635916943787754
ENSG00000259967	ENSG00000259967	-0.3	0.999985931919634			-0.4	0.83074522492183	-0.1	0.976846115412055	-0.2	0.856938721484573
ENSG00000259969	ENSG00000259969					0.4	0.923347405802186				
ENSG00000259972	ENSG00000259972	-0.1	0.999985931919634	0.4	0.581789294326024	0.5	0.521668796050703	0.5	0.762197846991335		
ENSG00000259985	ENSG00000259985					-0.2	0.968492390365838	-0.4	0.80600889235352		
ENSG00000259994	ENSG00000259994	-0.2	0.999985931919634			0.4	0.910514156976988	-0.1	0.952470324175476	-0.3	0.710497385003923
ENSG00000259998	ENSG00000259998					0.3	0.955315143556143				
ENSG00000260000	ENSG00000260000					-0.3	0.937018898909378			0.1	0.937268146808064
ENSG00000260001	TGFBR3L	-0.3	0.999985931919634	-1.1	0.0778624867789605	-0.4	0.878011690908901	-0.6	0.315007994528599	-0.8	0.253339322593555
ENSG00000260005	ENSG00000260005					-0.1	0.973382031523671	0.3	0.859482626312834	-0.2	0.84402483785667
ENSG00000260007	ENSG00000260007	0.1	0.999985931919634	0.4	0.499764297682972	0.3	0.892804858817468	0.4	0.82585372095199	0.1	0.895753491860008
ENSG00000260012	ENSG00000260012	-0.2	0.999985931919634			0.8	0.579459548573973	0.1	0.979329953151984		
ENSG00000260015	ENSG00000260015	0.5	0.999985931919634			0.7	0.83317163691889	0.9	0.240695348851298	0.5	0.648914208489044
ENSG00000260018	ENSG00000260018	-0.3	0.999985931919634			-0.1	0.970410279152124	-0.2	0.936157520483344	-0.4	0.712114282184555
ENSG00000260022	ENSG00000260022					0.2	0.956926080321162	0.2	0.917386579465767		
ENSG00000260025	CRIM1-DT					1.1	0.493365882018747	0.9	0.268303172865556		
ENSG00000260027	HOXB7	0.2	0.999985931919634			0.5	0.912477879380925				
ENSG00000260029	ENSG00000260029							0.6	0.655397094100294	0.2	0.896202440500404
ENSG00000260032	NORAD	-0.2	0.999985931919634					-0.1	0.861577168481263		
ENSG00000260033	ENSG00000260033	-0.5	0.999985931919634			0.1	0.956663070561996	0.3	0.872760067853095	-0.1	0.939731510171948
ENSG00000260034	LCMT1-AS2	0.1	0.999985931919634	0.4	0.516378762775203	0.3	0.898476048016577	0.3	0.894084486280237	0.2	0.849632013430095
ENSG00000260035	ENSG00000260035	-0.4	0.999985931919634	-0.6	0.331847368465279	0.3	0.901325383304386	-0.6	0.701168292564954	-0.1	0.917341632684385
ENSG00000260038	ENSG00000260038	-0.1	0.999985931919634			0.5	0.853787921429597	-0.2	0.910972289690773		
ENSG00000260051	ENSG00000260051					-0.4	0.877886170289888	0.4	0.825798372767089	-0.1	0.913972351061799
ENSG00000260059	ENSG00000260059	0.3	0.999985931919634			0.4	0.870031215064455	0.3	0.865639344171863	-0.2	0.876523248982445
ENSG00000260060	ENSG00000260060	0.1	0.999985931919634			0.2	0.937018898909378	0.5	0.742648049050047	-0.2	0.818204793215905
ENSG00000260062	GOLGA2P11	0.1	0.999985931919634			0.8	0.741775180719256			-0.3	0.811852781498623
ENSG00000260063	ENSG00000260063	-0.4	0.999985931919634					-0.1	0.985274503738953	-0.1	0.932268581488294
ENSG00000260075	NSFP1	0.3	0.999985931919634			-0.1	0.977362632829073			0.1	0.927387219862926
ENSG00000260077	ENSG00000260077	0.2	0.999985931919634	0.2	0.654997801231815	0.3	0.896951566256874	0.4	0.756282715038289	-0.2	0.778500506688093
ENSG00000260081	ENSG00000260081	-0.1	0.999985931919634			0.2	0.955098234054372	0.3	0.909987417463031		
ENSG00000260083	MIR762HG	-0.3	0.999985931919634			-0.2	0.956663070561996	-0.1	0.952684995600867		
ENSG00000260093	ENSG00000260093	-0.3	0.999985931919634			0.2	0.952310796383059	-0.3	0.856522037939026	-0.4	0.643731734787542
ENSG00000260095	ENSG00000260095					0.1	0.990876164364853				
ENSG00000260097	SPDYE6	0.2	0.999985931919634			0.4	0.890633558299909	0.2	0.93058923394283	0.2	0.882760213315739
ENSG00000260101	ENSG00000260101					-0.1	0.975182346271317	-0.3	0.907221216825554	0.4	0.7137799505811
ENSG00000260103	ENSG00000260103	-0.3	0.999985931919634			0.2	0.955022486704378	0.1	0.973065885285677	-0.2	0.832116808285661
ENSG00000260105	AOC4P	-0.4	0.999985931919634	-0.2	0.78293194816362	-0.2	0.959565585450766	0.3	0.882603509786179	-0.3	0.732724807483893
ENSG00000260121	ENSG00000260121	0.4	0.999985931919634			0.2	0.947538591588439	0.6	0.67378985334015	-0.3	0.759849992022851
ENSG00000260136	ENSG00000260136	-0.1	0.999985931919634			-0.4	0.861455105839327	-0.1	0.980450271165573	-0.2	0.796052227912711
ENSG00000260144	ENSG00000260144					-0.2	0.951139116523795				
ENSG00000260145	ENSG00000260145	0.4	0.999985931919634			-0.6	0.808082238210147	0.3	0.883018920009987		
ENSG00000260156	ENSG00000260156					-0.8	0.686689543489493	-0.3	0.907023468492211		
ENSG00000260160	ENSG00000260160	-0.4	0.999985931919634			0.1	0.979663825905666	-0.3	0.891399875954313	-0.2	0.844084671558212
ENSG00000260167	ENSG00000260167					0.2	0.970205678765508	-0.3	0.861577168481263		
ENSG00000260171	ENSG00000260171							0.2	0.92920691083214	-0.2	0.895196316563392
ENSG00000260174	SYNGR2P1					-0.3	0.955098234054372				
ENSG00000260179	ENSG00000260179					0.4	0.910514156976988				
ENSG00000260190	ENSG00000260190					0.1	0.977362632829073				
ENSG00000260194	ENSG00000260194	-0.1	0.999985931919634					0.4	0.821117077232211	0.1	0.94216534473343
ENSG00000260196	ENSG00000260196					0.7	0.804710067764335	0.4	0.856522037939026		
ENSG00000260197	ENSG00000260197	0.1	0.999985931919634			-0.1	0.983720388820257	0.4	0.846145369287703	0.1	0.958056773170972
ENSG00000260198	ENSG00000260198	-0.4	0.999985931919634			-0.3	0.931599070549495	0.1	0.967228054240591	-0.2	0.819864893074582
ENSG00000260201	ENSG00000260201					-0.2	0.970205678765508	-0.2	0.941845859003061		
ENSG00000260213	CENPN-AS1					0.3	0.943472688267793				
ENSG00000260219	CD2BP2-DT	0.1	0.999985931919634	-0.4	0.622126275731194	-0.4	0.866630635662509	-0.3	0.855843670489529	-0.2	0.77809690814584
ENSG00000260220	CCDC187					0.5	0.901459940478543				
ENSG00000260228	ENSG00000260228	0.2	0.999985931919634			0.1	0.972900354840679	-0.1	0.969280166439231		
ENSG00000260229	PPIAP51	-0.4	0.999985931919634			0.4	0.886743806281713	0.3	0.860867291829828	0.1	0.909521866813793
ENSG00000260230	FRRS1L					1.1	0.565900172902462				
ENSG00000260231	KDM7A-DT	0.1	0.999985931919634	-0.4	0.45770728163355	-0.1	0.975610307590257	0.1	0.971125447166995	-0.5	0.571178659467618
ENSG00000260233	ZNRD2-AS1	-0.1	0.999985931919634					0.2	0.889923348629935	-0.3	0.770501789571402
ENSG00000260236	ENSG00000260236	0.2	0.999985931919634	-0.2	0.757007562601969	-0.1	0.980550787060811	-0.2	0.914478202320324	-0.4	0.662568934012248
ENSG00000260244	ENSG00000260244	-0.1	0.999985931919634	1.2	0.00289772781719953	0.3	0.929412971189339	0.4	0.630181408556762	0.9	0.0546203687707337
ENSG00000260249	ENSG00000260249	0.3	0.999985931919634			-0.2	0.953795916089169	0.5	0.769982350026832	0.4	0.674193729960331
ENSG00000260257	ENSG00000260257			0.1	0.803816774243063			0.3	0.819877909129644	-0.4	0.591223954259413
ENSG00000260259	LINC02166	-0.3	0.999985931919634			-0.9	0.56768026136985	-0.2	0.901391447623208	-0.4	0.715615493952049
ENSG00000260260	SNHG19			-0.7	0.242432980532383	0.1	0.959568867196811	-0.9	0.0158869438125584	-0.5	0.48459910868336
ENSG00000260261	ENSG00000260261	-0.1	0.999985931919634	0.7	0.247908679228768	0.2	0.953421029366381	0.1	0.973315312166365		
ENSG00000260266	PPIAP46	-0.3	0.999985931919634			0.4	0.90779054492117	0.6	0.642394098603854	0.1	0.959915898419338
ENSG00000260267	ENSG00000260267	-0.1	0.999985931919634	-0.3	0.483023413341806			-0.2	0.848172961337863	-0.3	0.638770337021604
ENSG00000260269	ENSG00000260269					0.2	0.964564991758934				
ENSG00000260273	ENSG00000260273					0.3	0.951852842499121	-0.3	0.909987417463031		
ENSG00000260274	ENSG00000260274			-1.0	0.0802853502954128	-0.5	0.61082123231944	-0.3	0.82254173856134	-0.5	0.604725437167931
ENSG00000260276	ENSG00000260276			-0.4	0.515287208562418	0.1	0.976047354748993	0.1	0.962462886483126	-0.5	0.566587288746127
ENSG00000260277	ENSG00000260277					0.5	0.885454251550946				
ENSG00000260278	ENSG00000260278					-0.2	0.959565585450766	-0.5	0.76810065346625		
ENSG00000260279	ENSG00000260279	0.1	0.999985931919634	0.6	0.301328798777561	0.3	0.897732814153826	0.5	0.719638078243749	-0.2	0.875743290483229
ENSG00000260284	TPSP2					-0.1	0.988278924173027	0.1	0.982774332336405	-0.6	0.513446266885803
ENSG00000260285	ENSG00000260285	-0.1	0.999985931919634			0.4	0.67445920374139	0.6	0.543844032400901	0.1	0.933830840302964
ENSG00000260288	ENSG00000260288							0.2	0.916255035592584		
ENSG00000260293	ENSG00000260293			-0.1	0.921769092345478	-0.2	0.955098234054372	-0.4	0.782960478388445	-0.6	0.366331660931804
ENSG00000260296	ENSG00000260296	0.1	0.999985931919634			0.2	0.941700915895002	-0.1	0.949806053387616	0.1	0.969541748849574
ENSG00000260300	ENSG00000260300	-0.5	0.715133702827925			-0.1	0.967568995551013	-0.1	0.980648355128116		
ENSG00000260302	LINC01882					-0.4	0.914621932828302				
ENSG00000260306	ENSG00000260306					0.1	0.988680569518034	-0.3	0.873154852909455	-0.6	0.561941183940061
ENSG00000260314	MRC1	0.1	0.999985931919634	-0.3	0.576047738071544	-0.3	0.892620531092889	-0.4	0.616010861241871		
ENSG00000260316	ENSG00000260316	0.2	0.999985931919634			0.6	0.861068249527378	0.6	0.699995100886618	0.1	0.971673778235895
ENSG00000260317	ENSG00000260317	-0.2	0.999985931919634	0.4	0.613346809152547	-0.7	0.741786347446136	-0.3	0.885988470128546		
ENSG00000260318	COX6CP1	0.4	0.999985931919634			-0.2	0.933686901065923	0.3	0.877007117292577	-0.3	0.732724807483893
ENSG00000260325	HSPB9	-0.3	0.999985931919634	-0.9	0.141998268506546	-0.9	0.431495730940425	-0.6	0.327421033976937	-0.7	0.287764837889421
ENSG00000260329	ENSG00000260329	-0.1	0.999985931919634	-0.6	0.280778927352219	-0.1	0.975822586594099	-0.7	0.379012990247736	-0.3	0.732724807483893
ENSG00000260339	HEXA-AS1	-0.3	0.999985931919634			-0.2	0.955098234054372	-0.2	0.931482573790582	-0.1	0.914157256724861
ENSG00000260343	LINC01043	0.2	0.999985931919634			-0.3	0.955634253845544	-0.2	0.934370547697302	0.6	0.493051672965483
ENSG00000260352	ENSG00000260352					0.1	0.968600852812419	-0.3	0.907062663193997		
ENSG00000260361	ENSG00000260361					0.1	0.988680569518034	-0.2	0.947872829776822	-0.6	0.489358890007002
ENSG00000260362	ENSG00000260362					-0.2	0.964564991758934			0.1	0.912510308345889
ENSG00000260367	ENSG00000260367					-0.5	0.887474825759814				
ENSG00000260368	ENSG00000260368					0.2	0.963981968692051	0.4	0.818213778661235		
ENSG00000260369	ENSG00000260369	0.1	0.999985931919634					-0.3	0.906811254963385		
ENSG00000260372	AQP4-AS1	0.2	0.999985931919634	1.3	0.111476449743259	0.7	0.720675098524042	1.0	0.15170314391049	0.6	0.523609030447655
ENSG00000260378	ENSG00000260378	-0.2	0.999985931919634			0.2	0.955098234054372	-0.1	0.950794382677817	-0.2	0.867790068388248
ENSG00000260388	LINC00562	-0.1	0.999985931919634			0.1	0.975182346271317	0.3	0.906327504882773	-0.1	0.958191357421678
ENSG00000260392	ENSG00000260392					0.3	0.929044254329603			0.4	0.684355473838263
ENSG00000260400	ENSG00000260400	-0.5	0.999703836612836			0.4	0.892620531092889	-0.3	0.909642640353199	0.1	0.908222269278883
ENSG00000260401	ENSG00000260401	-0.2	0.999985931919634	-0.5	0.445969456104776	0.4	0.898604751011441	-0.7	0.523297130327985	-0.2	0.817425396553378
ENSG00000260403	ENSG00000260403							-1.4	0.0169695010059701	-0.5	0.616178464263285
ENSG00000260404	ENSG00000260404	-0.3	0.999985931919634	0.1	0.873668013121115	0.1	0.963482472673717	0.1	0.949195185643444	-0.3	0.761734434778305
ENSG00000260417	ENSG00000260417	-0.4	0.999985931919634	0.5	0.472911412453806	0.2	0.947377878739165	0.5	0.732851664798729	-0.6	0.533116167245503
ENSG00000260418	ENSG00000260418	-0.1	0.999985931919634			-0.3	0.934911119311627			-0.3	0.7243517783486
ENSG00000260423	LINC02367	-1.0	0.290920617717918	-0.1	0.90862327091762	0.8	0.736014846598315	0.1	0.971125447166995	-0.8	0.334685715947093
ENSG00000260428	SCX	-0.2	0.999985931919634			1.3	0.375109281301606	0.1	0.961883175187468		
ENSG00000260439	LMF1-AS1	-0.1	0.999985931919634			0.5	0.889639734404667			-0.3	0.805445911685894
ENSG00000260440	LINC01544					0.6	0.870548950594094				
ENSG00000260441	ENSG00000260441					-0.5	0.900372828006316				
ENSG00000260448	LCMT1-AS1					0.6	0.85126781812846				
ENSG00000260455	NBAT1					1.1	0.533417034661077				
ENSG00000260456	C16orf95	0.1	0.999985931919634			-0.1	0.961197463344001	0.3	0.854069018803916	-0.1	0.905878775847189
ENSG00000260459	FTLP14	-0.3	0.999985931919634			0.7	0.778780375388368	0.2	0.916255035592584	-0.2	0.870939024881508
ENSG00000260461	ENSG00000260461	0.1	0.999985931919634			0.2	0.941700915895002	0.4	0.83456304494586	0.1	0.95959651046478
ENSG00000260464	ENSG00000260464	0.1	0.999985931919634			-0.4	0.904315417722808				
ENSG00000260468	LINC01290	-0.4	0.999985931919634			-0.3	0.929412971189339	-0.2	0.94132691475586		
ENSG00000260473	ENSG00000260473	-0.5	0.999985931919634			0.2	0.965932231600457	-1.3	0.0194985332952203	-0.2	0.848058385739402
ENSG00000260475	ENSG00000260475							-0.2	0.920732807601431		
ENSG00000260487	ENSG00000260487					0.3	0.929412971189339	0.2	0.943050452824052		
ENSG00000260490	MYL12BP1	0.4	0.998686392876708	-0.4	0.428516423938514	0.1	0.97717763902019	-0.1	0.935958927025112		
ENSG00000260493	ENSG00000260493					0.4	0.923347405802186				
ENSG00000260495	ENSG00000260495					0.1	0.960570587727158			0.2	0.8784146099512
ENSG00000260500	ENSG00000260500	-0.3	0.999985931919634			-0.1	0.984746998723805	-0.5	0.629010651973992	-0.6	0.533433271685919
ENSG00000260517	ENSG00000260517	-0.2	0.999985931919634			0.8	0.565900172902462	0.3	0.868648876206253	-0.3	0.751300208300027
ENSG00000260518	BMS1P8					1.0	0.644982513058095				
ENSG00000260526	ENSG00000260526	-0.2	0.999985931919634			-0.1	0.986163753817535	-0.2	0.913176607307219	0.1	0.962114698231232
ENSG00000260528	FAM157C	-0.2	0.999985931919634			0.2	0.963726211709612			-0.3	0.777872257754941
ENSG00000260536	ENSG00000260536					-0.4	0.908157164921232				
ENSG00000260541	ENSG00000260541					-0.2	0.956926080321162				
ENSG00000260549	MT1L	-0.4	0.999985931919634	0.1	0.875558604345192	-1.0	0.227107714203929	-0.4	0.785187336745322		
ENSG00000260551	PWRN2					0.3	0.955098234054372	0.6	0.609922917833531	0.5	0.642299418180374
ENSG00000260552	COSMOC							0.1	0.968347364911873		
ENSG00000260555	ENSG00000260555	-0.4	0.999985931919634			0.2	0.961979133300388	0.2	0.932888456818958	0.2	0.861611287354214
ENSG00000260558	ENSG00000260558	0.3	0.999985931919634			-0.4	0.832400375465316	-0.3	0.850184974962736	-0.1	0.941524077825034
ENSG00000260563	ENSG00000260563					0.4	0.877886170289888	-0.3	0.868598619391422		
ENSG00000260565	ERVK13-1			0.6	0.25306587564996	0.1	0.977362632829073	0.1	0.964807665781458	-0.1	0.928045888175034
ENSG00000260571	BNIP3P5					0.3	0.953013991187459	0.1	0.979640923404105		
ENSG00000260572	ENSG00000260572	-0.3	0.999985931919634	0.4	0.505351281145409	0.1	0.977362632829073	0.2	0.909642640353199		
ENSG00000260576	EIF5A2P1					0.6	0.8369310428354				
ENSG00000260578	ENSG00000260578	0.2	0.999985931919634			0.1	0.98552016352893	-0.3	0.873154852909455	0.4	0.663498995941501
ENSG00000260582	TPST2P1					0.5	0.90751446475386				
ENSG00000260583	ENSG00000260583	0.3	0.999985931919634			0.4	0.896951566256874	0.1	0.953842912613596		
ENSG00000260585	ENSG00000260585					0.1	0.978212017277027				
ENSG00000260586	ENSG00000260586	-0.3	0.999985931919634	0.5	0.368074346042376	0.1	0.980550787060811	0.1	0.976492456990367		
ENSG00000260589	STAM-AS1	-0.1	0.999985931919634			0.1	0.970410279152124	0.1	0.982121754977516	0.1	0.898550875292187
ENSG00000260601	ENSG00000260601							0.2	0.942689100577412		
ENSG00000260604	ENSG00000260604					1.1	0.469310798439876	0.4	0.859482626312834	0.4	0.721005982966888
ENSG00000260605	ENSG00000260605	-0.6	0.838820277266263			0.2	0.963981968692051	0.6	0.543844032400901	-0.3	0.765520281814065
ENSG00000260608	ENSG00000260608	-0.1	0.999985931919634			-0.1	0.970143272251708	0.2	0.913299431490055		
ENSG00000260612	ENSG00000260612					-0.3	0.935674515384156				
ENSG00000260616	ENSG00000260616	0.1	0.999985931919634			0.3	0.92951228656198	0.1	0.965796130869513		
ENSG00000260618	ENSG00000260618	-0.1	0.999985931919634	0.7	0.329929810777691	-0.1	0.990001681247243				
ENSG00000260620	ENSG00000260620	-0.7	0.633603441975198			-0.3	0.942997785233607	-0.1	0.949806053387616	-0.3	0.784852639312911
ENSG00000260625	ENSG00000260625	-0.1	0.999985931919634			-0.4	0.896931793601368	-0.5	0.720554033033716		
ENSG00000260630	SNAI3-AS1	-0.2	0.999985931919634	-0.1	0.922596458840247	0.1	0.965036896640956	-0.1	0.971125447166995	-0.2	0.872575535580159
ENSG00000260633	ENSG00000260633	-0.7	0.524599340763315			0.1	0.989636137480856	-0.3	0.862310857554809	-0.1	0.913411695785779
ENSG00000260635	ENSG00000260635	-0.1	0.999985931919634			0.2	0.955098234054372	0.1	0.986380916056695		
ENSG00000260641	ENSG00000260641					0.7	0.80912210004723				
ENSG00000260643	ENSG00000260643					0.1	0.990723324212791				
ENSG00000260645	ENSG00000260645	-0.1	0.999985931919634	0.5	0.519407684455552	-0.1	0.977362632829073			-0.2	0.848982928489956
ENSG00000260647	ENSG00000260647					0.6	0.749223264079359	0.1	0.962004496678581	-0.2	0.822898642892253
ENSG00000260653	ENSG00000260653	-1.1	0.143708609923685	-0.4	0.586060726093359	0.5	0.896931793601368			-0.3	0.785818514159028
ENSG00000260661	ENSG00000260661					1.0	0.504380030687735	0.1	0.977323924039165		
ENSG00000260668	ENSG00000260668	-0.1	0.999985931919634	-1.2	0.106492293375301	-0.5	0.804710067764335	-0.3	0.854110441838543	-0.4	0.678840052165232
ENSG00000260669	ENSG00000260669					-0.2	0.955634253845544	-0.3	0.877007117292577	-0.1	0.971289743635778
ENSG00000260671	ENSG00000260671					0.2	0.966711853183692	-0.1	0.965042221587884		
ENSG00000260672	ENSG00000260672							0.1	0.975889903754628		
ENSG00000260686	ENSG00000260686	-0.3	0.999985931919634	0.4	0.549065627336786			-0.2	0.917600777605648	0.2	0.795165727462309
ENSG00000260689	HNRNPA3P11					0.5	0.901459940478543				
ENSG00000260698	ENSG00000260698					-0.2	0.957409362242363	0.3	0.906250029099933		
ENSG00000260704	LINC00543	0.3	0.993448130804575	-0.7	0.23698326152208	-0.3	0.892620531092889	0.2	0.876771957238147	-0.4	0.638770337021604
ENSG00000260708	ENSG00000260708			-0.7	0.257843940086826	0.1	0.989575492458306	-0.2	0.909642640353199	-0.3	0.701506693575712
ENSG00000260710	ENSG00000260710	-0.3	0.999985931919634			0.4	0.897396858920238	-0.1	0.971125447166995	-0.3	0.789610825911883
ENSG00000260711	ENSG00000260711	0.4	0.999985931919634	0.7	0.357790643713142	1.1	0.226033512261042	0.7	0.446319217381927	0.9	0.17666275000374
ENSG00000260719	ENSG00000260719	0.7	0.66244893050515					0.7	0.58603211008558		
ENSG00000260727	SLC7A5P1					-0.5	0.897763732498086				
ENSG00000260733	ENSG00000260733	-0.2	0.999985931919634			-0.1	0.966365735687286	-0.3	0.909642640353199	0.1	0.942736098222054
